no,pair_id,turn_count,history,response,label
214,P107,3,"동생: 언니 폰 케이스 언제 산 거야?
나: 꽤 됐지, 왜 ㅋㅋ
동생: 좀 낡아 보여서 ㅋㅋ",더 늦기 전에 사정을 솔직히 말하고 가능한 대체 날짜를 제안해.,부적절
215,P108,3,"친구: 너 충전기 새로 샀다며
나: ㅇㅇ 어제 도착했어
친구: 쓸만해?",새로 산 충전기가 생각보다 선이 짧아.,적절
216,P108,3,"친구: 너 충전기 새로 샀다며
나: ㅇㅇ 어제 도착했어
친구: 쓸만해?","당장 깊은 관계를 만들려고 하지 말고, 부담 없는 만남부터 천천히 시작해봐.",부적절
217,P109,3,"동료: 점심 뭐 드셨어요?
나: 근처에서 먹고 왔어요.
동료: 오, 뭐 드셨는지 궁금하네요.",오늘 점심은 김치찌개를 먹었습니다.,적절
218,P109,3,"동료: 점심 뭐 드셨어요?
나: 근처에서 먹고 왔어요.
동료: 오, 뭐 드셨는지 궁금하네요.",그럼 저는 발표 자료 취합과 최종 검수를 맡겠습니다.,부적절
219,P110,3,"친구: 우리 동네 뭐 새로 생긴 거 없나
나: 요즘 못 둘러봤네 ㅋㅋ
친구: 산책 겸 둘러볼까",우리 동네 편의점이 최근에 리모델링했어.,적절
220,P110,3,"친구: 우리 동네 뭐 새로 생긴 거 없나
나: 요즘 못 둘러봤네 ㅋㅋ
친구: 산책 겸 둘러볼까",발표 직전에 확인할 짧은 체크리스트를 만들어두면 도움이 될 거야.,부적절
221,P111,3,"동료: 필기구 뭐 쓰세요? 손에 맞는 게 없네요.
나: 저도 이것저것 써봤어요.
동료: 추천할 만한 거 있어요?",저는 볼펜보다 샤프를 더 자주 사용해요.,적절
222,P111,3,"동료: 필기구 뭐 쓰세요? 손에 맞는 게 없네요.
나: 저도 이것저것 써봤어요.
동료: 추천할 만한 거 있어요?",알겠습니다. 결과를 먼저 보여주고 구현 과정은 핵심만 남길게요.,부적절
223,P112,3,"동생: 언니 책상 의자 바꾼다더니 바꿨어?
나: 아직 고민 중이야.
동생: 오래 쓰긴 했잖아.",내 책상 의자가 요즘 자꾸 삐걱거려.,적절
224,P112,3,"동생: 언니 책상 의자 바꾼다더니 바꿨어?
나: 아직 고민 중이야.
동생: 오래 쓰긴 했잖아.",회사 일정이 확정이면 가능한 다른 날짜를 같이 찾아보자.,부적절
225,P113,3,"동료: 오늘 다들 지각이네요.
나: 저도 아슬아슬하게 왔어요.
동료: 무슨 일 있나 봐요.",오늘 아침에는 유난히 길이 막혔어요.,적절
226,P113,3,"동료: 오늘 다들 지각이네요.
나: 저도 아슬아슬하게 왔어요.
동료: 무슨 일 있나 봐요.",인증 화면 안내 문구와 오류 메시지를 먼저 점검해보죠.,부적절
227,P114,3,"친구: 나 옷 정리하는데 죄다 비슷한 색이야 ㅋㅋ
나: ㅋㅋ 무슨 색인데
친구: 어두운 계열만 잔뜩이야",나는 검은색 옷이 제일 무난해서 좋아.,적절
228,P114,3,"친구: 나 옷 정리하는데 죄다 비슷한 색이야 ㅋㅋ
나: ㅋㅋ 무슨 색인데
친구: 어두운 계열만 잔뜩이야",부모님 걱정을 인정하면서 네 계획과 준비 과정을 구체적으로 설명해보는 게 좋겠다.,부적절
229,P115,3,"동료: 아까 회의실이 좀 덥지 않았어요?
나: 네, 공기도 좀 답답했어요.
동료: 환기가 잘 안 되나 봐요.",회의실 창문이 잘 안 닫히는 것 같아요.,적절
230,P115,3,"동료: 아까 회의실이 좀 덥지 않았어요?
나: 네, 공기도 좀 답답했어요.
동료: 환기가 잘 안 되나 봐요.",환불 처리 상태와 카드사 반영 기간을 확인해서 안내드리겠습니다.,부적절
231,P116,3,"친구: 나 요즘 콜라 끊는 중 ㅋㅋ
나: 오 대단한데?
친구: 대신 마실 게 마땅치 않네",나는 요즘 탄산수를 자주 마셔.,적절
232,P116,3,"친구: 나 요즘 콜라 끊는 중 ㅋㅋ
나: 오 대단한데?
친구: 대신 마실 게 마땅치 않네","지금 연락이 실제로 관계를 바꿀 수 있는지, 아니면 불안을 잠깐 줄이려는 건지 먼저 생각해봐.",부적절
233,P117,3,"동료: 다음 주 세미나 장소 확인하셨어요?
나: 네, 시내 컨벤션홀이더라고요.
동료: 차를 가져가려는데 걱정이네요.",발표장 근처에 주차장이 있는지 궁금하네요.,적절
234,P117,3,"동료: 다음 주 세미나 장소 확인하셨어요?
나: 네, 시내 컨벤션홀이더라고요.
동료: 차를 가져가려는데 걱정이네요.","중복 기준을 정한 뒤 제거하고, 제거 후 라벨 비율도 다시 확인하죠.",부적절
235,P118,3,"동생: 더워서 아이스크림 사 왔어 ㅋㅋ
나: 오 잘했다, 뭐 샀어?
동생: 편의점에 신상 나왔더라",새로 나온 아이스크림 포장이 예쁘더라.,적절
236,P118,3,"동생: 더워서 아이스크림 사 왔어 ㅋㅋ
나: 오 잘했다, 뭐 샀어?
동생: 편의점에 신상 나왔더라",질문을 모아두었다가 상대가 덜 바쁜 시간을 물어보고 한 번에 확인해봐.,부적절
237,P119,3,"동료: 퇴근하는데 아직도 밖이 환하네요.
나: 그러네요, 여름이라 그런가 봐요.
동료: 하지 지난 지 얼마 안 됐죠.",요즘 해가 정말 늦게 지는 것 같아요.,적절
238,P119,3,"동료: 퇴근하는데 아직도 밖이 환하네요.
나: 그러네요, 여름이라 그런가 봐요.
동료: 하지 지난 지 얼마 안 됐죠.",가입 이메일과 발송 로그를 확인하고 재전송을 진행하겠습니다.,부적절
239,P120,3,"친구: 방 사진 보내준 거 봤는데 분위기 좋더라
나: ㅋㅋ 고마워, 좀 꾸며봤어
친구: 근데 사진이 좀 어둡게 나왔더라",내 방 조명이 조금 어두운 것 같아.,적절
240,P120,3,"친구: 방 사진 보내준 거 봤는데 분위기 좋더라
나: ㅋㅋ 고마워, 좀 꾸며봤어
친구: 근데 사진이 좀 어둡게 나왔더라",기본적인 것도 왜 매번 설명해줘야 해? 그래도 다음부터는 늦으면 연락할게.,부적절
241,P121,3,"동료: 요즘 출퇴근 때 신발 뭐 신으세요?
나: 저는 거의 운동화죠.
동료: 저도 편한 게 최고더라고요.",나는 오늘 검정색 운동화를 신었어요.,적절
242,P121,3,"동료: 요즘 출퇴근 때 신발 뭐 신으세요?
나: 저는 거의 운동화죠.
동료: 저도 편한 게 최고더라고요.",문서와 구현 중 기준을 정한 뒤 필드명을 통일해야겠습니다.,부적절
243,P122,3,"친구: 내일 등산 가기로 한 거 그대로지?
나: ㅇㅇ 가야지
친구: 날씨 괜찮으려나",내일 미세먼지가 나쁠 수도 있대.,적절
244,P122,3,"친구: 내일 등산 가기로 한 거 그대로지?
나: ㅇㅇ 가야지
친구: 날씨 괜찮으려나",알겠어. 다음부터는 회의 들어가기 전에 늦을 수 있다고 남길게.,부적절
245,P123,3,"동료: 아침에 커피 사 오셨네요.
나: 네, 1층 카페에서요.
동료: 오늘따라 향이 좋네요.",회사 앞 카페가 원두를 바꾼 것 같아요.,적절
246,P123,3,"동료: 아침에 커피 사 오셨네요.
나: 네, 1층 카페에서요.
동료: 오늘따라 향이 좋네요.",지금은 좀 바빠. 나중에 이야기하자. 지금은 길게 듣기 어려워.,부적절
247,P124,3,"친구: 밖에 비 많이 온다
나: ㅇㅇ 소리 들려 ㅋㅋ
친구: 이런 날은 집이 최고야",나는 비 오는 날에는 부침개가 먹고 싶어.,적절
248,P124,3,"친구: 밖에 비 많이 온다
나: ㅇㅇ 소리 들려 ㅋㅋ
친구: 이런 날은 집이 최고야",다음 회의에서는 제안 이유와 기대 효과를 짧게 정리해서 발언 시간을 요청해봐.,부적절
249,P125,3,"동료: 모니터 새로 받으셨죠? 어때요?
나: 네, 어제부터 쓰고 있어요.
동료: 저도 신청할까 고민 중이라서요.",제 모니터는 화면이 조금 푸르게 보여요.,적절
250,P125,3,"동료: 모니터 새로 받으셨죠? 어때요?
나: 네, 어제부터 쓰고 있어요.
동료: 저도 신청할까 고민 중이라서요.",상황별 라벨 균형을 맞추고 같은 맥락에 서로 다른 라벨 응답을 넣어야겠습니다.,부적절
251,P126,3,"동생: 오늘 학식 뭐 나왔어?
나: 나 오늘 학식 안 먹었어.
동생: 그럼 뭐 먹었어?",나는 오늘 점심에 계란말이를 먹었어.,적절
252,P126,3,"동생: 오늘 학식 뭐 나왔어?
나: 나 오늘 학식 안 먹었어.
동생: 그럼 뭐 먹었어?",유사도 기준으로 그룹화한 뒤 같은 그룹은 한쪽 분할에만 들어가도록 다시 나누죠.,부적절
253,P127,3,"동료: 방금 인쇄하려는데 프린터가 말을 안 듣네요.
나: 오류 표시가 떠 있어요?
동료: 빨간불이 깜빡이고 있어요.",사무실 프린터 용지가 거의 다 떨어졌습니다.,적절
254,P127,3,"동료: 방금 인쇄하려는데 프린터가 말을 안 듣네요.
나: 오류 표시가 떠 있어요?
동료: 빨간불이 깜빡이고 있어요.",클라이언트가 접근 가능한 URL로 변환해서 응답하도록 수정해야 합니다.,부적절
255,P128,3,"친구: 내 이어폰 한쪽이 갑자기 안 들려 ㅠㅠ
나: 헐 산 지 얼마 안 되지 않았어?
친구: 1년쯤 됐나, 수리 보내야 하나",요즘 새로 나온 이어폰이 인기가 많더라.,적절
256,P128,3,"친구: 내 이어폰 한쪽이 갑자기 안 들려 ㅠㅠ
나: 헐 산 지 얼마 안 되지 않았어?
친구: 1년쯤 됐나, 수리 보내야 하나",알겠어. 나는 근처에서 기다리고 있을게.,부적절
