no,pair_id,source,source_type,difficulty,turn_count,history,response,label
587,v25_club_2,v25,matched_v25,-,13,"소연: 부스 위치 확정됐어! 대운동장 입구 쪽 B7
재민: 오 명당이네 ㅋㅋ
나: 현수막 시안은 어제 올린 걸로 가는 거지?
소연: 응 그걸로 인쇄 맡기자. 금요일까지 나온대
재민: 물품 구매 리스트 정리했는데 예산 5만원 초과야 ㅠㅠ
소연: 어디서 줄이지... 앞치마를 빌리는 걸로 바꿀까?
나: 학생회에서 빌려준다고 했던 것 같은데 물어볼게
재민: 금요일 설치는 몇 시부터야?
소연: 오후 3시부터 가능하대. 수업 없는 사람 위주로 오면 될 듯
재민: 나 3시 수업이라 4시 반에 갈게 ㅠ
소연: ㅇㅋㅇㅋ 부스 운영 시간표는 내가 폼으로 돌릴게
나: 잔돈이랑 계산용 QR도 준비해야 해
소연: 맞다, 그건 회계한테 말해둘게",현수막 인쇄 접수했어. 금요일 오전 수령으로 걸어둠,적절
588,v25_club_2,v25,misdirect_v25,hard,14,"민지: 설문 결과 정리 끝났어! 응답 214개 모임
준호: 오 생각보다 많이 모였네요
나: 고생했어 ㅋㅋ 그래프는 내가 만들게
민지: 목차는 지난번에 정한 대로 4파트로 가는 거지?
준호: 네, 저는 3파트 사례분석 맡을게요
나: 그럼 난 1, 2파트 초안 잡을게
민지: 화요일 리허설 전까지 각자 파트 PPT 올리기로 해요
준호: 발표는 누가 해요?
민지: 교수님이 전원 발표라고 하셨어 ㅠㅠ 파트별로 나눠서 하자
나: ㅋㅋㅋ 어쩔 수 없지
준호: 템플릿은 제가 깔끔한 거 찾아둘게요
민지: 참고문헌 양식 APA로 통일하는 거 잊지 마!
준호: 넵넵
민지: 그럼 화요일 6시 도서관에서 보자",현수막 인쇄 접수했어. 금요일 오전 수령으로 걸어둠,부적절
589,v25_teamproj_3,v25,matched_v25,-,14,"민지: 설문 결과 정리 끝났어! 응답 214개 모임
준호: 오 생각보다 많이 모였네요
나: 고생했어 ㅋㅋ 그래프는 내가 만들게
민지: 목차는 지난번에 정한 대로 4파트로 가는 거지?
준호: 네, 저는 3파트 사례분석 맡을게요
나: 그럼 난 1, 2파트 초안 잡을게
민지: 화요일 리허설 전까지 각자 파트 PPT 올리기로 해요
준호: 발표는 누가 해요?
민지: 교수님이 전원 발표라고 하셨어 ㅠㅠ 파트별로 나눠서 하자
나: ㅋㅋㅋ 어쩔 수 없지
준호: 템플릿은 제가 깔끔한 거 찾아둘게요
민지: 참고문헌 양식 APA로 통일하는 거 잊지 마!
준호: 넵넵
민지: 그럼 화요일 6시 도서관에서 보자",준호가 찾은 템플릿 좋다 ㅋㅋ 나도 그걸로 옮길게,적절
590,v25_teamproj_3,v25,misdirect_v25,hard,13,"소연: 부스 위치 확정됐어! 대운동장 입구 쪽 B7
재민: 오 명당이네 ㅋㅋ
나: 현수막 시안은 어제 올린 걸로 가는 거지?
소연: 응 그걸로 인쇄 맡기자. 금요일까지 나온대
재민: 물품 구매 리스트 정리했는데 예산 5만원 초과야 ㅠㅠ
소연: 어디서 줄이지... 앞치마를 빌리는 걸로 바꿀까?
나: 학생회에서 빌려준다고 했던 것 같은데 물어볼게
재민: 금요일 설치는 몇 시부터야?
소연: 오후 3시부터 가능하대. 수업 없는 사람 위주로 오면 될 듯
재민: 나 3시 수업이라 4시 반에 갈게 ㅠ
소연: ㅇㅋㅇㅋ 부스 운영 시간표는 내가 폼으로 돌릴게
나: 잔돈이랑 계산용 QR도 준비해야 해
소연: 맞다, 그건 회계한테 말해둘게",준호가 찾은 템플릿 좋다 ㅋㅋ 나도 그걸로 옮길게,부적절
591,v25_club_3,v25,matched_v25,-,13,"소연: 부스 위치 확정됐어! 대운동장 입구 쪽 B7
재민: 오 명당이네 ㅋㅋ
나: 현수막 시안은 어제 올린 걸로 가는 거지?
소연: 응 그걸로 인쇄 맡기자. 금요일까지 나온대
재민: 물품 구매 리스트 정리했는데 예산 5만원 초과야 ㅠㅠ
소연: 어디서 줄이지... 앞치마를 빌리는 걸로 바꿀까?
나: 학생회에서 빌려준다고 했던 것 같은데 물어볼게
재민: 금요일 설치는 몇 시부터야?
소연: 오후 3시부터 가능하대. 수업 없는 사람 위주로 오면 될 듯
재민: 나 3시 수업이라 4시 반에 갈게 ㅠ
소연: ㅇㅋㅇㅋ 부스 운영 시간표는 내가 폼으로 돌릴게
나: 잔돈이랑 계산용 QR도 준비해야 해
소연: 맞다, 그건 회계한테 말해둘게","부스 운영 시간표 폼 나도 제출했어, 토요일 오전으로 넣음",적절
592,v25_club_3,v25,misdirect_v25,hard,14,"민지: 설문 결과 정리 끝났어! 응답 214개 모임
준호: 오 생각보다 많이 모였네요
나: 고생했어 ㅋㅋ 그래프는 내가 만들게
민지: 목차는 지난번에 정한 대로 4파트로 가는 거지?
준호: 네, 저는 3파트 사례분석 맡을게요
나: 그럼 난 1, 2파트 초안 잡을게
민지: 화요일 리허설 전까지 각자 파트 PPT 올리기로 해요
준호: 발표는 누가 해요?
민지: 교수님이 전원 발표라고 하셨어 ㅠㅠ 파트별로 나눠서 하자
나: ㅋㅋㅋ 어쩔 수 없지
준호: 템플릿은 제가 깔끔한 거 찾아둘게요
민지: 참고문헌 양식 APA로 통일하는 거 잊지 마!
준호: 넵넵
민지: 그럼 화요일 6시 도서관에서 보자","부스 운영 시간표 폼 나도 제출했어, 토요일 오전으로 넣음",부적절
593,v25_teamproj_4,v25,matched_v25,-,14,"민지: 설문 결과 정리 끝났어! 응답 214개 모임
준호: 오 생각보다 많이 모였네요
나: 고생했어 ㅋㅋ 그래프는 내가 만들게
민지: 목차는 지난번에 정한 대로 4파트로 가는 거지?
준호: 네, 저는 3파트 사례분석 맡을게요
나: 그럼 난 1, 2파트 초안 잡을게
민지: 화요일 리허설 전까지 각자 파트 PPT 올리기로 해요
준호: 발표는 누가 해요?
민지: 교수님이 전원 발표라고 하셨어 ㅠㅠ 파트별로 나눠서 하자
나: ㅋㅋㅋ 어쩔 수 없지
준호: 템플릿은 제가 깔끔한 거 찾아둘게요
민지: 참고문헌 양식 APA로 통일하는 거 잊지 마!
준호: 넵넵
민지: 그럼 화요일 6시 도서관에서 보자","APA 양식 헷갈리면 학교 도서관 가이드 링크 있어, 방에 올려둘게",적절
594,v25_teamproj_4,v25,misdirect_v25,hard,13,"소연: 부스 위치 확정됐어! 대운동장 입구 쪽 B7
재민: 오 명당이네 ㅋㅋ
나: 현수막 시안은 어제 올린 걸로 가는 거지?
소연: 응 그걸로 인쇄 맡기자. 금요일까지 나온대
재민: 물품 구매 리스트 정리했는데 예산 5만원 초과야 ㅠㅠ
소연: 어디서 줄이지... 앞치마를 빌리는 걸로 바꿀까?
나: 학생회에서 빌려준다고 했던 것 같은데 물어볼게
재민: 금요일 설치는 몇 시부터야?
소연: 오후 3시부터 가능하대. 수업 없는 사람 위주로 오면 될 듯
재민: 나 3시 수업이라 4시 반에 갈게 ㅠ
소연: ㅇㅋㅇㅋ 부스 운영 시간표는 내가 폼으로 돌릴게
나: 잔돈이랑 계산용 QR도 준비해야 해
소연: 맞다, 그건 회계한테 말해둘게","APA 양식 헷갈리면 학교 도서관 가이드 링크 있어, 방에 올려둘게",부적절
595,v25_club_4,v25,matched_v25,-,13,"소연: 부스 위치 확정됐어! 대운동장 입구 쪽 B7
재민: 오 명당이네 ㅋㅋ
나: 현수막 시안은 어제 올린 걸로 가는 거지?
소연: 응 그걸로 인쇄 맡기자. 금요일까지 나온대
재민: 물품 구매 리스트 정리했는데 예산 5만원 초과야 ㅠㅠ
소연: 어디서 줄이지... 앞치마를 빌리는 걸로 바꿀까?
나: 학생회에서 빌려준다고 했던 것 같은데 물어볼게
재민: 금요일 설치는 몇 시부터야?
소연: 오후 3시부터 가능하대. 수업 없는 사람 위주로 오면 될 듯
재민: 나 3시 수업이라 4시 반에 갈게 ㅠ
소연: ㅇㅋㅇㅋ 부스 운영 시간표는 내가 폼으로 돌릴게
나: 잔돈이랑 계산용 QR도 준비해야 해
소연: 맞다, 그건 회계한테 말해둘게","QR 결제는 회계 계좌로 만들어달라고 했어, 내일 나온대",적절
596,v25_club_4,v25,misdirect_v25,hard,14,"민지: 설문 결과 정리 끝났어! 응답 214개 모임
준호: 오 생각보다 많이 모였네요
나: 고생했어 ㅋㅋ 그래프는 내가 만들게
민지: 목차는 지난번에 정한 대로 4파트로 가는 거지?
준호: 네, 저는 3파트 사례분석 맡을게요
나: 그럼 난 1, 2파트 초안 잡을게
민지: 화요일 리허설 전까지 각자 파트 PPT 올리기로 해요
준호: 발표는 누가 해요?
민지: 교수님이 전원 발표라고 하셨어 ㅠㅠ 파트별로 나눠서 하자
나: ㅋㅋㅋ 어쩔 수 없지
준호: 템플릿은 제가 깔끔한 거 찾아둘게요
민지: 참고문헌 양식 APA로 통일하는 거 잊지 마!
준호: 넵넵
민지: 그럼 화요일 6시 도서관에서 보자","QR 결제는 회계 계좌로 만들어달라고 했어, 내일 나온대",부적절
597,v25_teamproj_5,v25,matched_v25,-,14,"민지: 설문 결과 정리 끝났어! 응답 214개 모임
준호: 오 생각보다 많이 모였네요
나: 고생했어 ㅋㅋ 그래프는 내가 만들게
민지: 목차는 지난번에 정한 대로 4파트로 가는 거지?
준호: 네, 저는 3파트 사례분석 맡을게요
나: 그럼 난 1, 2파트 초안 잡을게
민지: 화요일 리허설 전까지 각자 파트 PPT 올리기로 해요
준호: 발표는 누가 해요?
민지: 교수님이 전원 발표라고 하셨어 ㅠㅠ 파트별로 나눠서 하자
나: ㅋㅋㅋ 어쩔 수 없지
준호: 템플릿은 제가 깔끔한 거 찾아둘게요
민지: 참고문헌 양식 APA로 통일하는 거 잊지 마!
준호: 넵넵
민지: 그럼 화요일 6시 도서관에서 보자",2파트에 설문 교차분석 넣으면 좋을 것 같은데 민지가 원본 시트 공유해줄래?,적절
598,v25_teamproj_5,v25,misdirect_v25,hard,13,"소연: 부스 위치 확정됐어! 대운동장 입구 쪽 B7
재민: 오 명당이네 ㅋㅋ
나: 현수막 시안은 어제 올린 걸로 가는 거지?
소연: 응 그걸로 인쇄 맡기자. 금요일까지 나온대
재민: 물품 구매 리스트 정리했는데 예산 5만원 초과야 ㅠㅠ
소연: 어디서 줄이지... 앞치마를 빌리는 걸로 바꿀까?
나: 학생회에서 빌려준다고 했던 것 같은데 물어볼게
재민: 금요일 설치는 몇 시부터야?
소연: 오후 3시부터 가능하대. 수업 없는 사람 위주로 오면 될 듯
재민: 나 3시 수업이라 4시 반에 갈게 ㅠ
소연: ㅇㅋㅇㅋ 부스 운영 시간표는 내가 폼으로 돌릴게
나: 잔돈이랑 계산용 QR도 준비해야 해
소연: 맞다, 그건 회계한테 말해둘게",2파트에 설문 교차분석 넣으면 좋을 것 같은데 민지가 원본 시트 공유해줄래?,부적절
599,v25_club_5,v25,matched_v25,-,13,"소연: 부스 위치 확정됐어! 대운동장 입구 쪽 B7
재민: 오 명당이네 ㅋㅋ
나: 현수막 시안은 어제 올린 걸로 가는 거지?
소연: 응 그걸로 인쇄 맡기자. 금요일까지 나온대
재민: 물품 구매 리스트 정리했는데 예산 5만원 초과야 ㅠㅠ
소연: 어디서 줄이지... 앞치마를 빌리는 걸로 바꿀까?
나: 학생회에서 빌려준다고 했던 것 같은데 물어볼게
재민: 금요일 설치는 몇 시부터야?
소연: 오후 3시부터 가능하대. 수업 없는 사람 위주로 오면 될 듯
재민: 나 3시 수업이라 4시 반에 갈게 ㅠ
소연: ㅇㅋㅇㅋ 부스 운영 시간표는 내가 폼으로 돌릴게
나: 잔돈이랑 계산용 QR도 준비해야 해
소연: 맞다, 그건 회계한테 말해둘게","B7이면 전기 쓸 수 있는지 확인해야 해, 온장고 돌려야 하잖아",적절
600,v25_club_5,v25,misdirect_v25,hard,14,"민지: 설문 결과 정리 끝났어! 응답 214개 모임
준호: 오 생각보다 많이 모였네요
나: 고생했어 ㅋㅋ 그래프는 내가 만들게
민지: 목차는 지난번에 정한 대로 4파트로 가는 거지?
준호: 네, 저는 3파트 사례분석 맡을게요
나: 그럼 난 1, 2파트 초안 잡을게
민지: 화요일 리허설 전까지 각자 파트 PPT 올리기로 해요
준호: 발표는 누가 해요?
민지: 교수님이 전원 발표라고 하셨어 ㅠㅠ 파트별로 나눠서 하자
나: ㅋㅋㅋ 어쩔 수 없지
준호: 템플릿은 제가 깔끔한 거 찾아둘게요
민지: 참고문헌 양식 APA로 통일하는 거 잊지 마!
준호: 넵넵
민지: 그럼 화요일 6시 도서관에서 보자","B7이면 전기 쓸 수 있는지 확인해야 해, 온장고 돌려야 하잖아",부적절
601,v25_teamproj_6,v25,matched_v25,-,14,"민지: 설문 결과 정리 끝났어! 응답 214개 모임
준호: 오 생각보다 많이 모였네요
나: 고생했어 ㅋㅋ 그래프는 내가 만들게
민지: 목차는 지난번에 정한 대로 4파트로 가는 거지?
준호: 네, 저는 3파트 사례분석 맡을게요
나: 그럼 난 1, 2파트 초안 잡을게
민지: 화요일 리허설 전까지 각자 파트 PPT 올리기로 해요
준호: 발표는 누가 해요?
민지: 교수님이 전원 발표라고 하셨어 ㅠㅠ 파트별로 나눠서 하자
나: ㅋㅋㅋ 어쩔 수 없지
준호: 템플릿은 제가 깔끔한 거 찾아둘게요
민지: 참고문헌 양식 APA로 통일하는 거 잊지 마!
준호: 넵넵
민지: 그럼 화요일 6시 도서관에서 보자","리허설 때 타이머 재면서 하자, 파트당 4분 넘으면 줄여야 해",적절
602,v25_teamproj_6,v25,misdirect_v25,hard,13,"소연: 부스 위치 확정됐어! 대운동장 입구 쪽 B7
재민: 오 명당이네 ㅋㅋ
나: 현수막 시안은 어제 올린 걸로 가는 거지?
소연: 응 그걸로 인쇄 맡기자. 금요일까지 나온대
재민: 물품 구매 리스트 정리했는데 예산 5만원 초과야 ㅠㅠ
소연: 어디서 줄이지... 앞치마를 빌리는 걸로 바꿀까?
나: 학생회에서 빌려준다고 했던 것 같은데 물어볼게
재민: 금요일 설치는 몇 시부터야?
소연: 오후 3시부터 가능하대. 수업 없는 사람 위주로 오면 될 듯
재민: 나 3시 수업이라 4시 반에 갈게 ㅠ
소연: ㅇㅋㅇㅋ 부스 운영 시간표는 내가 폼으로 돌릴게
나: 잔돈이랑 계산용 QR도 준비해야 해
소연: 맞다, 그건 회계한테 말해둘게","리허설 때 타이머 재면서 하자, 파트당 4분 넘으면 줄여야 해",부적절
603,v25_club_6,v25,matched_v25,-,13,"소연: 부스 위치 확정됐어! 대운동장 입구 쪽 B7
재민: 오 명당이네 ㅋㅋ
나: 현수막 시안은 어제 올린 걸로 가는 거지?
소연: 응 그걸로 인쇄 맡기자. 금요일까지 나온대
재민: 물품 구매 리스트 정리했는데 예산 5만원 초과야 ㅠㅠ
소연: 어디서 줄이지... 앞치마를 빌리는 걸로 바꿀까?
나: 학생회에서 빌려준다고 했던 것 같은데 물어볼게
재민: 금요일 설치는 몇 시부터야?
소연: 오후 3시부터 가능하대. 수업 없는 사람 위주로 오면 될 듯
재민: 나 3시 수업이라 4시 반에 갈게 ㅠ
소연: ㅇㅋㅇㅋ 부스 운영 시간표는 내가 폼으로 돌릴게
나: 잔돈이랑 계산용 QR도 준비해야 해
소연: 맞다, 그건 회계한테 말해둘게","홍보 스토리는 내가 목요일에 올릴게, 현수막 시안에서 사진 두 장만 쓸게",적절
604,v25_club_6,v25,misdirect_v25,hard,14,"민지: 설문 결과 정리 끝났어! 응답 214개 모임
준호: 오 생각보다 많이 모였네요
나: 고생했어 ㅋㅋ 그래프는 내가 만들게
민지: 목차는 지난번에 정한 대로 4파트로 가는 거지?
준호: 네, 저는 3파트 사례분석 맡을게요
나: 그럼 난 1, 2파트 초안 잡을게
민지: 화요일 리허설 전까지 각자 파트 PPT 올리기로 해요
준호: 발표는 누가 해요?
민지: 교수님이 전원 발표라고 하셨어 ㅠㅠ 파트별로 나눠서 하자
나: ㅋㅋㅋ 어쩔 수 없지
준호: 템플릿은 제가 깔끔한 거 찾아둘게요
민지: 참고문헌 양식 APA로 통일하는 거 잊지 마!
준호: 넵넵
민지: 그럼 화요일 6시 도서관에서 보자","홍보 스토리는 내가 목요일에 올릴게, 현수막 시안에서 사진 두 장만 쓸게",부적절
605,v25_trip_0,v25,matched_v25,-,15,"유나: 얘들아 항공권 지금 특가 떴어!!
세진: 헐 얼마
유나: 왕복 6만 8천원, 다음 달 둘째 주
세진: 미쳤다 바로 사자
나: ㄱㄱ 나 연차 그 주로 낼게
유나: ㅇㅋ 그럼 내가 셋 다 잡아도 돼? 돈은 나중에 보내줘
세진: 응응 부탁해!!
유나: 결제 완료 ㅋㅋㅋ 금요일 아침 출발, 일요일 밤 도착이야
나: 최고다 진짜 ㅋㅋㅋ
세진: 숙소는 애월 쪽으로 볼까? 지난번에 협재는 가봤으니까
유나: 좋아 오션뷰로 찾아보자
세진: 렌터카는 내가 알아볼게, 경차면 충분하지?
나: ㅇㅇ 충분 우리 짐도 별로 없잖아
유나: 흑돼지 맛집은 미리 예약해야 한대! 리스트 공유할게
세진: 벌써 설렌다 ㅋㅋㅋ",연차 승인됐다!! 제주 가는 금요일 새벽부터 자유의 몸 ㅋㅋㅋ,적절
606,v25_trip_0,v25,misdirect_v25,hard,11,"총무: 이번 일요일 북한산 정기산행 공지합니다~
영진: 코스는 어디로 가나요?
총무: 우이동에서 백운대 찍고 내려오는 걸로요. 4시간 정도 봅니다
영진: 좋네요 ㅎㅎ 몇 시 집결이에요?
총무: 북한산우이역 2번 출구, 아침 8시요
나: 참석합니다! 오랜만에 백운대네요
총무: 하산 후에 두부집 예약해둘게요 ㅎㅎ
영진: 캬 그 집 파전이죠
총무: 일요일 오후에 비 예보가 조금 있어서 우비 챙겨오세요
나: 넵 확인했습니다
총무: 신입 두 분도 오시니까 다들 잘 챙겨주세요~",연차 승인됐다!! 제주 가는 금요일 새벽부터 자유의 몸 ㅋㅋㅋ,부적절
607,v25_hike_0,v25,matched_v25,-,11,"총무: 이번 일요일 북한산 정기산행 공지합니다~
영진: 코스는 어디로 가나요?
총무: 우이동에서 백운대 찍고 내려오는 걸로요. 4시간 정도 봅니다
영진: 좋네요 ㅎㅎ 몇 시 집결이에요?
총무: 북한산우이역 2번 출구, 아침 8시요
나: 참석합니다! 오랜만에 백운대네요
총무: 하산 후에 두부집 예약해둘게요 ㅎㅎ
영진: 캬 그 집 파전이죠
총무: 일요일 오후에 비 예보가 조금 있어서 우비 챙겨오세요
나: 넵 확인했습니다
총무: 신입 두 분도 오시니까 다들 잘 챙겨주세요~",스틱 여분 있으면 신입분들 빌려드리게 두 개 챙겨갈게요,적절
608,v25_hike_0,v25,misdirect_v25,hard,15,"유나: 얘들아 항공권 지금 특가 떴어!!
세진: 헐 얼마
유나: 왕복 6만 8천원, 다음 달 둘째 주
세진: 미쳤다 바로 사자
나: ㄱㄱ 나 연차 그 주로 낼게
유나: ㅇㅋ 그럼 내가 셋 다 잡아도 돼? 돈은 나중에 보내줘
세진: 응응 부탁해!!
유나: 결제 완료 ㅋㅋㅋ 금요일 아침 출발, 일요일 밤 도착이야
나: 최고다 진짜 ㅋㅋㅋ
세진: 숙소는 애월 쪽으로 볼까? 지난번에 협재는 가봤으니까
유나: 좋아 오션뷰로 찾아보자
세진: 렌터카는 내가 알아볼게, 경차면 충분하지?
나: ㅇㅇ 충분 우리 짐도 별로 없잖아
유나: 흑돼지 맛집은 미리 예약해야 한대! 리스트 공유할게
세진: 벌써 설렌다 ㅋㅋㅋ",스틱 여분 있으면 신입분들 빌려드리게 두 개 챙겨갈게요,부적절
609,v25_trip_1,v25,matched_v25,-,15,"유나: 얘들아 항공권 지금 특가 떴어!!
세진: 헐 얼마
유나: 왕복 6만 8천원, 다음 달 둘째 주
세진: 미쳤다 바로 사자
나: ㄱㄱ 나 연차 그 주로 낼게
유나: ㅇㅋ 그럼 내가 셋 다 잡아도 돼? 돈은 나중에 보내줘
세진: 응응 부탁해!!
유나: 결제 완료 ㅋㅋㅋ 금요일 아침 출발, 일요일 밤 도착이야
나: 최고다 진짜 ㅋㅋㅋ
세진: 숙소는 애월 쪽으로 볼까? 지난번에 협재는 가봤으니까
유나: 좋아 오션뷰로 찾아보자
세진: 렌터카는 내가 알아볼게, 경차면 충분하지?
나: ㅇㅇ 충분 우리 짐도 별로 없잖아
유나: 흑돼지 맛집은 미리 예약해야 한대! 리스트 공유할게
세진: 벌써 설렌다 ㅋㅋㅋ",유나야 항공권값 방금 보냈어~ 확인해줘,적절
610,v25_trip_1,v25,misdirect_v25,hard,11,"총무: 이번 일요일 북한산 정기산행 공지합니다~
영진: 코스는 어디로 가나요?
총무: 우이동에서 백운대 찍고 내려오는 걸로요. 4시간 정도 봅니다
영진: 좋네요 ㅎㅎ 몇 시 집결이에요?
총무: 북한산우이역 2번 출구, 아침 8시요
나: 참석합니다! 오랜만에 백운대네요
총무: 하산 후에 두부집 예약해둘게요 ㅎㅎ
영진: 캬 그 집 파전이죠
총무: 일요일 오후에 비 예보가 조금 있어서 우비 챙겨오세요
나: 넵 확인했습니다
총무: 신입 두 분도 오시니까 다들 잘 챙겨주세요~",유나야 항공권값 방금 보냈어~ 확인해줘,부적절
611,v25_hike_1,v25,matched_v25,-,11,"총무: 이번 일요일 북한산 정기산행 공지합니다~
영진: 코스는 어디로 가나요?
총무: 우이동에서 백운대 찍고 내려오는 걸로요. 4시간 정도 봅니다
영진: 좋네요 ㅎㅎ 몇 시 집결이에요?
총무: 북한산우이역 2번 출구, 아침 8시요
나: 참석합니다! 오랜만에 백운대네요
총무: 하산 후에 두부집 예약해둘게요 ㅎㅎ
영진: 캬 그 집 파전이죠
총무: 일요일 오후에 비 예보가 조금 있어서 우비 챙겨오세요
나: 넵 확인했습니다
총무: 신입 두 분도 오시니까 다들 잘 챙겨주세요~","8시 집결 확인했습니다, 저는 7시 50분까지 우이역에 가 있을게요",적절
612,v25_hike_1,v25,misdirect_v25,hard,15,"유나: 얘들아 항공권 지금 특가 떴어!!
세진: 헐 얼마
유나: 왕복 6만 8천원, 다음 달 둘째 주
세진: 미쳤다 바로 사자
나: ㄱㄱ 나 연차 그 주로 낼게
유나: ㅇㅋ 그럼 내가 셋 다 잡아도 돼? 돈은 나중에 보내줘
세진: 응응 부탁해!!
유나: 결제 완료 ㅋㅋㅋ 금요일 아침 출발, 일요일 밤 도착이야
나: 최고다 진짜 ㅋㅋㅋ
세진: 숙소는 애월 쪽으로 볼까? 지난번에 협재는 가봤으니까
유나: 좋아 오션뷰로 찾아보자
세진: 렌터카는 내가 알아볼게, 경차면 충분하지?
나: ㅇㅇ 충분 우리 짐도 별로 없잖아
유나: 흑돼지 맛집은 미리 예약해야 한대! 리스트 공유할게
세진: 벌써 설렌다 ㅋㅋㅋ","8시 집결 확인했습니다, 저는 7시 50분까지 우이역에 가 있을게요",부적절
613,v25_trip_2,v25,matched_v25,-,15,"유나: 얘들아 항공권 지금 특가 떴어!!
세진: 헐 얼마
유나: 왕복 6만 8천원, 다음 달 둘째 주
세진: 미쳤다 바로 사자
나: ㄱㄱ 나 연차 그 주로 낼게
유나: ㅇㅋ 그럼 내가 셋 다 잡아도 돼? 돈은 나중에 보내줘
세진: 응응 부탁해!!
유나: 결제 완료 ㅋㅋㅋ 금요일 아침 출발, 일요일 밤 도착이야
나: 최고다 진짜 ㅋㅋㅋ
세진: 숙소는 애월 쪽으로 볼까? 지난번에 협재는 가봤으니까
유나: 좋아 오션뷰로 찾아보자
세진: 렌터카는 내가 알아볼게, 경차면 충분하지?
나: ㅇㅇ 충분 우리 짐도 별로 없잖아
유나: 흑돼지 맛집은 미리 예약해야 한대! 리스트 공유할게
세진: 벌써 설렌다 ㅋㅋㅋ","애월 숙소 후보 3개 찾음!! 링크 올릴게, 다 오션뷰야",적절
614,v25_trip_2,v25,misdirect_v25,hard,11,"총무: 이번 일요일 북한산 정기산행 공지합니다~
영진: 코스는 어디로 가나요?
총무: 우이동에서 백운대 찍고 내려오는 걸로요. 4시간 정도 봅니다
영진: 좋네요 ㅎㅎ 몇 시 집결이에요?
총무: 북한산우이역 2번 출구, 아침 8시요
나: 참석합니다! 오랜만에 백운대네요
총무: 하산 후에 두부집 예약해둘게요 ㅎㅎ
영진: 캬 그 집 파전이죠
총무: 일요일 오후에 비 예보가 조금 있어서 우비 챙겨오세요
나: 넵 확인했습니다
총무: 신입 두 분도 오시니까 다들 잘 챙겨주세요~","애월 숙소 후보 3개 찾음!! 링크 올릴게, 다 오션뷰야",부적절
615,v25_hike_2,v25,matched_v25,-,11,"총무: 이번 일요일 북한산 정기산행 공지합니다~
영진: 코스는 어디로 가나요?
총무: 우이동에서 백운대 찍고 내려오는 걸로요. 4시간 정도 봅니다
영진: 좋네요 ㅎㅎ 몇 시 집결이에요?
총무: 북한산우이역 2번 출구, 아침 8시요
나: 참석합니다! 오랜만에 백운대네요
총무: 하산 후에 두부집 예약해둘게요 ㅎㅎ
영진: 캬 그 집 파전이죠
총무: 일요일 오후에 비 예보가 조금 있어서 우비 챙겨오세요
나: 넵 확인했습니다
총무: 신입 두 분도 오시니까 다들 잘 챙겨주세요~","두부집 인원에 저 +1 해주세요, 동생이 같이 가고 싶다네요",적절
616,v25_hike_2,v25,misdirect_v25,hard,15,"유나: 얘들아 항공권 지금 특가 떴어!!
세진: 헐 얼마
유나: 왕복 6만 8천원, 다음 달 둘째 주
세진: 미쳤다 바로 사자
나: ㄱㄱ 나 연차 그 주로 낼게
유나: ㅇㅋ 그럼 내가 셋 다 잡아도 돼? 돈은 나중에 보내줘
세진: 응응 부탁해!!
유나: 결제 완료 ㅋㅋㅋ 금요일 아침 출발, 일요일 밤 도착이야
나: 최고다 진짜 ㅋㅋㅋ
세진: 숙소는 애월 쪽으로 볼까? 지난번에 협재는 가봤으니까
유나: 좋아 오션뷰로 찾아보자
세진: 렌터카는 내가 알아볼게, 경차면 충분하지?
나: ㅇㅇ 충분 우리 짐도 별로 없잖아
유나: 흑돼지 맛집은 미리 예약해야 한대! 리스트 공유할게
세진: 벌써 설렌다 ㅋㅋㅋ","두부집 인원에 저 +1 해주세요, 동생이 같이 가고 싶다네요",부적절
617,v25_trip_3,v25,matched_v25,-,15,"유나: 얘들아 항공권 지금 특가 떴어!!
세진: 헐 얼마
유나: 왕복 6만 8천원, 다음 달 둘째 주
세진: 미쳤다 바로 사자
나: ㄱㄱ 나 연차 그 주로 낼게
유나: ㅇㅋ 그럼 내가 셋 다 잡아도 돼? 돈은 나중에 보내줘
세진: 응응 부탁해!!
유나: 결제 완료 ㅋㅋㅋ 금요일 아침 출발, 일요일 밤 도착이야
나: 최고다 진짜 ㅋㅋㅋ
세진: 숙소는 애월 쪽으로 볼까? 지난번에 협재는 가봤으니까
유나: 좋아 오션뷰로 찾아보자
세진: 렌터카는 내가 알아볼게, 경차면 충분하지?
나: ㅇㅇ 충분 우리 짐도 별로 없잖아
유나: 흑돼지 맛집은 미리 예약해야 한대! 리스트 공유할게
세진: 벌써 설렌다 ㅋㅋㅋ","흑돼지집은 토요일 저녁으로 예약하자, 리스트에서 두 번째 집 어때",적절
618,v25_trip_3,v25,misdirect_v25,hard,11,"총무: 이번 일요일 북한산 정기산행 공지합니다~
영진: 코스는 어디로 가나요?
총무: 우이동에서 백운대 찍고 내려오는 걸로요. 4시간 정도 봅니다
영진: 좋네요 ㅎㅎ 몇 시 집결이에요?
총무: 북한산우이역 2번 출구, 아침 8시요
나: 참석합니다! 오랜만에 백운대네요
총무: 하산 후에 두부집 예약해둘게요 ㅎㅎ
영진: 캬 그 집 파전이죠
총무: 일요일 오후에 비 예보가 조금 있어서 우비 챙겨오세요
나: 넵 확인했습니다
총무: 신입 두 분도 오시니까 다들 잘 챙겨주세요~","흑돼지집은 토요일 저녁으로 예약하자, 리스트에서 두 번째 집 어때",부적절
