no,pair_id,source_type,label,persona,scenario,turn_count,history,response,orig_no_history,orig_no_response,orig_reason
260,p15,work_to_casual,부적절,연인,일상 대화,2,"나: 이번 주말에 날씨 좋으면 드라이브 갈까?
연인: 좋아, 토요일이 낫겠다. 오랜만에 바람 좀 쐬자","응, 두 시 반까지 올리고 동작 확인도 한 번 해볼게.",-1,37,X2
261,p69,work_to_casual,부적절,친구,일상 대화,1,친구: 어제 새로 생긴 분식집 가봤는데 떡볶이가 진짜 맛있더라,"네, 확인된 계정을 정리해서 오늘 안에 공유드리겠습니다. 관련된 내용까지 같이 확인해보겠습니다.",-1,140,X2
262,p79,work_to_casual,부적절,형제·자매,일상 대화,3,"동생: 냉장고에 있던 푸딩 언니가 먹었지?
나: ㅋㅋ 미안, 하나만 남았길래
동생: 아 진짜, 그거 아껴둔 건데 ㅋㅋ","네, 전달해주신 내용대로 업무를 진행하겠습니다.",-1,158,X2
263,p191,work_to_casual,부적절,친구,일상 대화,2,"나: 주말에 뭐 해?
친구: 아직 계획 없어. 집에서 쉬지 않을까 싶은데","가장 먼저 원본 데이터의 기준일과 필터 조건부터 맞춘 뒤, 계산식과 수기 입력된 셀을 차례로 비교하는 게 빨라. 확인한 순서와 결과를 짧게 메모해두는 것도 좋아.",-1,384,X2
264,p233,work_to_casual,부적절,형제·자매,일상 대화,2,"나: 요즘 드라마 뭐 봐?
오빠: 볼 게 없어서 그냥 유튜브만 계속 보게 되더라",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 관련된 내용까지 같이 확인해보겠습니다.,-1,466,X2
265,p73,work_to_casual,부적절,연인,일상 대화,1,연인: 아까 카페에서 마신 라떼 괜찮더라. 다음에 또 가자,알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 완료되면 결과를 같이 확인하죠.,-1,145,X2
266,p118,work_to_casual,부적절,형제·자매,일상 대화,2,"나: 오늘 저녁 뭐 먹지?
동생: 나는 아무거나 좋아. 시켜 먹어도 되고","오, 결과가 나왔군요. 해결 과정에서 배운 점이 있었을 것 같아요. 진행하면서 예상과 달랐던 부분은 없었어?",-1,237,X2
267,p192,work_to_casual,부적절,연인,일상 대화,1,연인: 오늘 하늘 봤어? 노을이 진짜 예쁘더라,"오, 결과가 나왔군요. 다음 작업에 참고할 만한 부분이 있겠네요. 준비하거나 수정한 것 중에서 가장 도움이 된 부분은 뭐였어?",-1,385,X2
268,p18,work_to_casual,부적절,연인,일상 대화,3,"연인: 오늘따라 시간이 진짜 안 가는 것 같아
나: ㅋㅋ 왜, 무슨 일 있어?
연인: 아니 그냥, 빨리 퇴근해서 쉬고 싶어서","네, 제가 대신 참석하고 주요 내용은 정리해서 공유드리겠습니다. 빠뜨리지 않도록 메모해두겠습니다.",-1,45,X2
269,p31,work_to_casual,부적절,친구,일상 대화,1,친구: 어제 늦게까지 게임 하다가 늦잠 자서 하루 종일 정신없었어,"네, 전달해주신 내용대로 업무를 진행하겠습니다. 그 내용은 제가 메모해두겠습니다.",-1,72,X2
270,p42,work_to_casual,부적절,친구,일상 대화,1,친구: 요즘 뭐 재밌는 거 없나. 하루하루가 너무 심심해,"이 경우에는 마감이 임박한 일과 다른 사람 작업을 막고 있는 일을 먼저 나누고, 나머지 범위와 기한은 담당자와 다시 합의해요. 현재 할 수 있는 범위와 나중에 할 일을 따로 나눠봐.",-1,93,X2
271,p0,cross_scenario,부적절,선후배,일상 대화,3,"선배: 요즘 같은 생각이 자꾸 반복돼요.
나: 지금 가장 힘든 부분이 무엇인가요?
선배: 혼자 밥 먹는 날이 계속되니까 생각보다 외롭더라","오, 결과가 나왔군요. 어떤 과정으로 해결됐는지도 궁금합니다. 시간이나 준비해야 할 내용도 같이 바뀐 건 없나요?",128,3,X1
272,p2,cross_scenario,부적절,부모님,고민·감정 상담,2,"나: 요즘 집에 혼자 계시면 적적하지 않아?
아빠: 네 엄마가 여행 가고 나니까 집이 너무 조용해서 영 적응이 안 된다.","응, 몇 시까지 가면 되는지 알려줘. 시간 맞춰서 같이 갈게.",104,8,X1
273,p4,cross_scenario,부적절,친구,갈등 상황,2,"나: 아까 일 때문에 표정이 안 좋던데 무슨 일 있어?
친구: 다 같이 정한다더니 내 의견은 묻지도 않아서 기분이 상했어.","응, 명단에 추가하고 빠진 사람이 없는지도 다시 확인할게.",450,12,X1
274,p9,cross_scenario,부적절,선후배,일상 대화,4,"나: 요즘 기운이 없어 보이는데 괜찮아?
후배: 집에만 있으면 괜히 기분이 가라앉는 날이 많아졌어요.
나: 최근에 무슨 일이 있었어?
후배: 특별한 일은 없는데 혼자 있는 시간이 길어져서 그런가 봐요.","응, 전달한 내용대로 알고 있을게. 일정이 가까워지면 한 번 더 확인하죠.",299,20,X1
275,p10,cross_scenario,부적절,직장 관계(상사·동료),갈등 상황,2,"나: 아까 일은 그냥 넘기지 말고 이야기했으면 합니다.
팀장: 일정 변경은 앞으로 단체방에 먼저 공유하는 걸로 하자","네, 제가 대신 참석하고 주요 내용은 정리해서 공유드리겠습니다. 완료되면 결과를 같이 확인하죠.",317,22,X1
276,p11,cross_scenario,부적절,친구,고민·감정 상담,3,"친구: 사실 요즘 마음에 걸리는 게 있어.
나: 혼자 계속 생각하고 있었던 거야?
친구: 부모님과 진로 얘기만 하면 자꾸 다투게 돼서 답답해","응, 인원과 시간 확인해서 예약해둘게. 혹시 문제가 생기면 먼저 말할게.",60,28,X1
277,p14,cross_scenario,부적절,친구,고민·감정 상담,1,친구: 부모님과 진로 얘기를 싸우지 않고 꺼내려면 어떻게 말하는 게 좋을까?,"응, 그 내용은 공유해도 돼. 추가로 확인되는 게 있으면 이어서 알려줘.",199,36,X1
278,p16,cross_scenario,부적절,선후배,갈등 상황,4,"나: 서로 다르게 이해한 부분이 있는 것 같습니다.
선배: 서로 오해한 부분이 있는 것 같아요.
나: 네, 먼저 입장을 말씀해주세요.
선배: 팀원이 내 의견을 무시할 때 회의에서 어떻게 말하는 게 좋을까요?","네, 확인된 계정을 정리해서 오늘 안에 공유드리겠습니다. 필요한 시간에 맞춰둘게.",356,41,X1
279,p17,cross_scenario,부적절,친구,고민·감정 상담,3,"친구: 요즘 좋아하던 일도 시작하기 전부터 지쳐.
나: 일이 너무 많이 쌓였어?
친구: 해야 할 생각만 해도 숨이 막혀서 손을 못 대겠어.",내 생각에는 평소와 다른 큰 소리가 계속 나면 모델명과 소리가 나는 상황을 적어두고 서비스센터에 문의하는 게 안전해. 해결되지 않으면 조건을 하나씩 빼면서 원인을 좁혀봐.,454,43,X1
280,p27,cross_scenario,부적절,형제·자매,갈등 상황,3,"형: 서로 오해한 부분이 있는 것 같아.
나: 응, 네 입장부터 말해봐.
형: 팀원이 내 의견을 무시할 때 회의에서 어떻게 말하는 게 좋을까?","복잡하게 보기보다 의존성 배열에 매 렌더링마다 새로 만들어지는 함수나 객체가 들어가는지 먼저 확인하고, 필요하면 useCallback이나 useMemo로 참조를 고정해봐. 문제가 생긴 직전 변경 사항부터 역순으로 확인해봐.",292,65,X1
281,p28,cross_scenario,부적절,형제·자매,고민·감정 상담,4,"나: 혼자 고민하는 게 있는 것 같아서 물어봤어.
동생: 오늘은 그냥 누군가한테 말하고 싶었어.
나: 그 일 때문에 많이 힘들었어?
동생: 오랫동안 준비한 일이 끝났는데 오히려 허무한 기분이 들어",회사로 변경해도 문제없어. 필요하면 그때 다시 조정하자.,437,66,X1
282,p29,cross_scenario,부적절,부모님,고민·감정 상담,3,"엄마: 나도 왜 이러는지 모르겠는데 요즘 좀 지쳐.
나: 응, 내가 듣고 있을게.
엄마: 일을 쉬고 있는데 앞으로 뭘 해야 할지 막막해","좋아, 그 내용은 기억해둘게. 변경된 부분은 메모해둘게. 시간이나 준비해야 할 내용도 같이 바뀐 건 없어?",455,68,X1
283,p30,cross_scenario,부적절,선후배,고민·감정 상담,3,"선배: 비슷한 경험이 있으시면 조언을 듣고 싶습니다.
나: 어떤 점이 가장 고민되세요?
선배: 실수한 일이 계속 마음에 남는데 어떻게 털어내면 좋을까요?",확인했습니다. 공유된 일정과 기준에 맞춰 진행하겠습니다. 관련된 사람에게도 같은 내용으로 전달하겠습니다.,90,70,X1
284,p34,cross_scenario,부적절,친구,고민·감정 상담,1,친구: 요즘 작은 실수에도 스스로를 너무 몰아붙이는 것 같아,"응, 내가 맡아서 확인해볼게. 요청한 부분만 정확히 반영할게.",465,79,X1
285,p35,cross_scenario,부적절,선후배,고민·감정 상담,4,"나: 아까부터 표정이 좋지 않던데 무슨 일 있으세요?
후배: 어디서부터 말씀드려야 할지 모르겠는데 조금 힘듭니다.
나: 지금 가장 힘든 부분이 무엇인가요?
후배: 부모님과 진로 얘기만 하면 자꾸 다투게 돼서 답답해요","우선 마감이 임박한 일과 다른 사람 작업을 막고 있는 일을 먼저 나누고, 나머지 범위와 기한은 담당자와 다시 합의해요. 우선순위가 애매하면 마감과 영향 범위부터 비교해봐.",73,80,X1
286,p36,cross_scenario,부적절,선후배,일상 대화,2,"나: 신경 쓰이는 일이 있으신 것 같아요.
선배: 혼자 밥 먹는 날이 계속되니까 생각보다 외롭더라","오, 결과가 나왔군요. 후속 작업에 영향이 있는지도 궁금합니다. 진행하면서 예상과 달랐던 부분은 없었어?",62,81,X1
287,p44,cross_scenario,부적절,선후배,고민·감정 상담,3,"선배: 제가 생각한 방향이 맞는지 여쭤보고 싶어요.
나: 선택지가 어떻게 되나요?
선배: 자꾸 다른 사람과 비교하게 될 때는 뭘 해보는 게 좋을까요?","응, 전달한 내용대로 알고 있을게. 다른 내용은 그대로 두면 됩니다.",312,99,X1
288,p45,cross_scenario,부적절,친구,갈등 상황,2,"나: 아까 일은 그냥 넘기지 말고 얘기하자.
친구: 내 물건을 쓰기 전에 한마디만 해줄래?",확인했어. 필요한 준비는 그 일정에 맞출게. 변경 사항이 생기면 다시 알려줘.,357,102,X1
289,p47,cross_scenario,부적절,선후배,고민·감정 상담,2,"나: 선택지 때문에 망설이는 부분이 있나요?
후배: 실수한 일이 계속 마음에 남는데 어떻게 털어내면 좋을까요?","네, 해당 기준으로 반영해두겠습니다. 현재 기준에서는 더 정할 건 없어요.",53,105,X1
290,p51,cross_scenario,부적절,부모님,일상 대화,2,"나: 그 뒤에 어떻게 됐는지 궁금했어.
아빠: 추천받은 영화를 봤는데 마지막 장면이 계속 기억에 남아",생각이 많아질 수밖에 없는 상황이었네. 지금까지 버틴 것만으로도 충분히 잘했어.,440,111,X1
291,p53,cross_scenario,부적절,부모님,일상 대화,2,"나: 그 뒤에 어떻게 됐는지 궁금했어.
아빠: 주말에 동네 새로 생긴 빵집 갔는데 소금빵이 괜찮더라","응, 인원과 시간 확인해서 예약해둘게. 오늘 일정 안에서 처리해둘게.",112,113,X1
292,p55,cross_scenario,부적절,부모님,고민·감정 상담,2,"나: 요즘 잠도 잘 못 자는 것 같던데 괜찮아?
아빠: 요즘 친구들을 만나도 혼자인 느낌이 들어","가장 먼저 지금 확인할 수 있는 사실과 원하는 결과를 먼저 나눈 뒤, 바로 실행할 수 있는 한 가지부터 시작해봐. 정상 동작하는 경우와 비교하면 차이를 빨리 찾을 수 있어.",432,115,X1
293,p61,cross_scenario,부적절,직장 관계(상사·동료),갈등 상황,1,동료: 역할 분담은 다음 회의에서 다시 정하는 것으로 하겠습니다,"네, 전달해주신 내용대로 업무를 진행하겠습니다. 관련된 사람에게도 같은 내용으로 전달하겠습니다.",13,126,X1
294,p63,cross_scenario,부적절,부모님,일상 대화,1,아빠: 처음으로 자전거 타고 출근했는데 생각보다 할 만했어,알겠어. 일정이 그렇게 정해졌구나. 일정이 가까워지면 다시 한 번 확인하자. 시간이나 준비해야 할 내용도 같이 바뀐 건 없어?,418,130,X1
295,p64,cross_scenario,부적절,형제·자매,고민·감정 상담,4,"나: 마음에 걸리는 일 있으면 편하게 말해.
형: 사실 요즘 마음에 걸리는 게 있어.
나: 혼자 계속 생각하고 있었던 거야?
형: 가족 일로 신경 쓸 게 많아져서 집중이 잘 안 돼",확인됐구나. 관련해서 준비할 게 있는지도 봐야겠다. 시간이나 준비해야 할 내용도 같이 바뀐 건 없어?,412,131,X1
296,p65,cross_scenario,부적절,부모님,고민·감정 상담,1,아빠: 오늘은 해야 할 일 하나만 끝내고 일찍 쉬기로 했어,"응, 인원과 시간 확인해서 예약해둘게. 처리한 뒤 한 번 더 확인할게.",410,132,X1
297,p66,cross_scenario,부적절,형제·자매,일상 대화,1,동생: 추천받은 영화를 봤는데 마지막 장면이 계속 기억에 남아,"응, 네 명으로 넣으면 돼. 그 내용은 내가 메모해둘게.",349,133,X1
298,p68,cross_scenario,부적절,연인,갈등 상황,2,"나: 아까부터 마음에 걸리는 게 있는 것 같아.
연인: 같은 일이 반복되니까 내가 존중받지 못하는 기분이야.","내 생각에는 포맷하기 전에 시작 프로그램과 저장 공간부터 정리하고, 작업 관리자에서 자원을 많이 쓰는 프로그램을 확인해봐. 확인한 순서와 결과를 짧게 메모해두는 것도 좋아.",291,138,X1
299,p70,cross_scenario,부적절,연인,갈등 상황,2,"나: 아까부터 기분이 안 좋아 보이는데 무슨 일 있어?
연인: 내 이야기를 친구들 앞에서 농담처럼 말한 게 기분 나빴어.",내 일정은 일요일이 더 여유 있어. 다른 내용은 그대로 두면 돼.,369,142,X1
300,p71,cross_scenario,부적절,선후배,일상 대화,4,"나: 요즘 기운이 없어 보이는데 괜찮아?
후배: 집에만 있으면 괜히 기분이 가라앉는 날이 많아졌어요.
나: 최근에 특별히 힘든 일이 있었어?
후배: 뚜렷한 이유는 없는데 자꾸 의욕이 없어져요.",좋아. 현재 확정된 내용으로 정리해두겠습니다. 변경 사항이 생기면 다시 알려주세요.,89,143,X1
301,p76,cross_scenario,부적절,형제·자매,갈등 상황,2,"나: 서로 다르게 이해한 부분이 있는 것 같아.
형: 내 이야기를 다른 사람에게 전하기 전에는 꼭 물어봐 줘","응, 오는 길에 들러서 사갈게. 오늘 일정 안에서 처리해둘게.",404,149,X1
302,p77,cross_scenario,부적절,친구,일상 대화,4,"나: 요즘 계속 바빠 보이는데 제대로 쉬고 있어?
친구: 이번 달은 약속이 계속 겹쳐서 주말에도 쉴 틈이 없어.
나: 취소하거나 미룰 수 있는 일정은 없어?
친구: 다 오래전에 잡은 약속이라 그것도 어렵네.",나는 일요일이 더 편해. 현재 기준에서는 더 정할 건 없어.,314,156,X1
303,p78,cross_scenario,부적절,선후배,고민·감정 상담,1,선배: 번아웃인지 단순히 피곤한 건지 구분하려면 뭘 살펴봐야 할까요?,"가장 먼저 원본 데이터의 기준일과 필터 조건부터 맞춘 뒤, 계산식과 수기 입력된 셀을 차례로 비교하는 게 빨라. 문제가 생긴 직전 변경 사항부터 역순으로 확인해봐.",144,157,X1
304,p80,cross_scenario,부적절,직장 관계(상사·동료),갈등 상황,4,"나: 아까 이야기한 일정은 어떻게 정리됐어요?
팀장: 지금은 서로 감정이 올라온 것 같으니 저녁에 다시 이야기하죠.
나: 네, 그때 차분히 정리하겠습니다.
팀장: 우선 지금 맡은 업무부터 마무리해주세요.",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 끝나면 바로 알려드릴게요.,197,161,X1
305,p84,cross_scenario,부적절,부모님,고민·감정 상담,3,"아빠: 요즘 친구들을 만나도 이상하게 혼자인 기분이 든다.
나: 같이 있어도 대화가 잘 안 통하는 것 같아?
아빠: 다들 자기 얘기만 하니까 내 이야기는 꺼내기가 어렵더라.","응, 회사 주소로 바꿔도 괜찮아. 일정이 가까워지면 한 번 더 확인하자.",316,167,X1
306,p85,cross_scenario,부적절,부모님,갈등 상황,2,"나: 서로 불편했던 부분은 한번 정리했으면 해.
아빠: 다음부터 약속을 바꾸기 전에 먼저 말해줄래?",좋아. 현재 확정된 내용으로 정리해둘게. 추가로 확인되는 게 있으면 이어서 알려줘.,16,171,X1
307,p89,cross_scenario,부적절,형제·자매,일상 대화,2,"나: 전에 말한 일 결과 나왔어?
언니: 방 정리하다가 예전 여행 사진을 잔뜩 찾았어",일요일로 잡으면 괜찮아. 변경 사항이 생기면 다시 알려줘.,86,177,X1
308,p90,cross_scenario,부적절,직장 관계(상사·동료),고민·감정 상담,2,"나: 확인해드릴 내용이 있나요?
동료: 이 얘기를 어디서부터 풀어야 할지 모르겠어요. 조금만 들어줘","가장 먼저 업무 목적, 반복 절차, 예외 상황, 담당자 연락처 순으로 정리하면 처음 보는 사람도 따라가기 쉬워. 기준을 정한 뒤 같은 기준으로 선택지를 비교해봐.",85,182,X1
309,p91,cross_scenario,부적절,부모님,갈등 상황,4,"나: 감정 더 상하기 전에 차분히 얘기하자.
엄마: 내가 불편했던 부분을 말하고 싶어.
나: 응, 차분히 들어볼게.
엄마: 다음부터 약속을 바꾸기 전에 먼저 말해줄래?","복잡하게 보기보다 마감이 임박한 일과 다른 사람 작업을 막고 있는 일을 먼저 나누고, 나머지 범위와 기한은 담당자와 다시 합의해. 우선순위가 애매하면 마감과 영향 범위부터 비교해봐.",63,183,X1
310,p92,cross_scenario,부적절,친구,일상 대화,3,"친구: 전에 궁금해하던 내용 확인해봤어.
나: 그 뒤에는 어떻게 했어?
친구: 어제 혼자 전시회에 갔는데 천천히 볼 수 있어서 오히려 좋았어",알겠어. 바뀐 일정으로 기억해둘게. 현재 기준에서는 더 정할 건 없어.,284,184,X1
311,p94,cross_scenario,부적절,선후배,고민·감정 상담,3,"선배: 어떻게 하는 게 좋을지 고민되는 부분이 있어요.
나: 어떤 기준으로 결정하고 싶으신가요?
선배: 일이 한꺼번에 겹쳤을 때 우선순위를 어떻게 정해야 할까요?",메일로 받는 게 확인하기 편해요.,372,190,X1
312,p95,cross_scenario,부적절,연인,일상 대화,1,연인: 처음으로 자전거 타고 출근했는데 생각보다 할 만했어,"응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 처리한 뒤 한 번 더 확인할게.",360,191,X1
313,p96,cross_scenario,부적절,선후배,고민·감정 상담,4,"나: 어떻게 처리해야 할지 고민 중이신가요?
선배: 비슷한 경험이 있으시면 조언을 듣고 싶습니다.
나: 어떤 점이 가장 고민되세요?
선배: 일이 한꺼번에 겹쳤을 때 우선순위를 어떻게 정해야 할까요?","네, 확인된 계정을 정리해서 오늘 안에 공유드리겠습니다. 완료되면 결과를 같이 확인하죠. 완료되면 필요한 시점에 맞춰 전달하겠습니다.",162,194,X1
314,p97,cross_scenario,부적절,형제·자매,갈등 상황,2,"나: 서로 다르게 이해한 부분이 있는 것 같아.
형: 문제가 있으면 공개적으로 말하기 전에 나한테 먼저 알려주세요",알겠어. 일정이 그렇게 정해졌구나. 다른 사람도 알아야 하는 내용인지 궁금하네. 시간이나 준비해야 할 내용도 같이 바뀐 건 없어?,460,195,X1
315,p98,cross_scenario,부적절,부모님,갈등 상황,2,"나: 서로 불편했던 부분은 한번 정리했으면 해.
아빠: 대화할 때 내 말을 자꾸 끊어서 속상했어","응, 확인한 내용을 팀원들에게 바로 알려줄게. 이번에 정한 기준을 나도 지킬게.",320,196,X1
316,p102,cross_scenario,부적절,부모님,갈등 상황,2,"나: 아까 분위기가 안 좋았는데 무슨 일이었어?
엄마: 문제가 있으면 공개적으로 말하기 전에 나한테 먼저 알려주세요",좋아. 현재 확정된 내용으로 정리해둘게. 일정이 가까워지면 한 번 더 확인하자.,35,200,X1
317,p104,cross_scenario,부적절,친구,고민·감정 상담,2,"나: 요즘 사람들을 만나고 와도 표정이 안 좋더라.
친구: 같이 있어도 내 얘기는 아무도 안 듣는 것 같아서 외로워.","응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 요청한 부분만 정확히 반영할게.",420,205,X1
318,p106,cross_scenario,부적절,연인,갈등 상황,3,"연인: 내가 불편했던 부분을 말하고 싶어.
나: 응, 차분히 들어볼게.
연인: 사과는 받았지만 왜 그렇게 했는지 이해가 안 돼서 답답해","응, 알려준 내용으로 확인해둘게. 추가로 확인되는 게 있으면 이어서 알려줘.",327,210,X1
319,p108,cross_scenario,부적절,친구,일상 대화,2,"나: 요즘 생활 패턴이 완전히 바뀐 것 같던데 괜찮아?
친구: 야근이 늘어서 자는 시간도 들쭉날쭉하고 하루가 계속 엉켜.",혼자 버티느라 많이 지쳤겠네. 당장 괜찮아지려고 애쓰지 않아도 돼.,340,217,X1
320,p110,cross_scenario,부적절,형제·자매,갈등 상황,2,"나: 아까 할 말이 있다고 했지?
언니: 응. 내 이야기를 다른 사람에게 전하기 전에는 꼭 나한테 먼저 물어봐 줘.","이 경우에는 마감이 임박한 일과 다른 사람 작업을 막고 있는 일을 먼저 나누고, 나머지 범위와 기한은 담당자와 다시 합의해. 필요한 정보가 부족하면 추측하기보다 먼저 확인해봐.",310,221,X1
321,p111,cross_scenario,부적절,직장 관계(상사·동료),갈등 상황,2,"나: 감정이 더 상하기 전에 차분히 이야기해보죠.
팀장: 역할 분담은 다음 회의에서 다시 정하는 것으로 하겠습니다",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 진행 상태도 중간에 알려드릴게요.,239,224,X1
322,p112,cross_scenario,부적절,부모님,갈등 상황,2,"나: 내가 놓친 게 있으면 말해줘.
아빠: 내 물건을 쓰기 전에 한마디만 해줄래?","가장 먼저 이동 시간과 취소 조건을 먼저 비교하고, 차이가 크지 않으면 후기에서 소음과 청결 관련 내용을 확인해봐. 처음부터 크게 바꾸지 말고 부담 없는 범위에서 먼저 해봐.",54,226,X1
323,p114,cross_scenario,부적절,직장 관계(상사·동료),고민·감정 상담,2,"나: 조언이 필요한 일이 있다고 들었어요.
선임: 번아웃인지 단순히 피곤한 건지 구분하려면 뭘 살펴봐야 할까요?",좋은 변화가 있었네요. 사용자나 고객 반응도 함께 보면 좋겠어요. 시간이나 준비해야 할 내용도 같이 바뀐 건 없나요?,336,229,X1
324,p115,cross_scenario,부적절,형제·자매,일상 대화,1,형: 예전에는 퇴근하면 바로 기타를 쳤는데 요즘은 손이 잘 안 가.,"응, 내가 맡아서 확인해볼게. 필요한 시간에 맞춰둘게.",448,232,X1
325,p116,cross_scenario,부적절,형제·자매,고민·감정 상담,1,동생: 실수한 일이 계속 마음에 남는데 어떻게 털어내면 좋을까?,"복잡하게 보기보다 의존성 배열에 매 렌더링마다 새로 만들어지는 함수나 객체가 들어가는지 먼저 확인하고, 필요하면 useCallback이나 useMemo로 참조를 고정해봐. 해결되지 않으면 조건을 하나씩 빼면서 원인을 좁혀봐.",173,234,X1
326,p117,cross_scenario,부적절,형제·자매,고민·감정 상담,1,형: 요즘 친구들을 만나도 혼자인 느낌이 들어.,"응, 내가 맡아서 확인해볼게. 관련된 내용까지 같이 확인해볼게.",332,236,X1
327,p120,cross_scenario,부적절,연인,고민·감정 상담,2,"나: 아까부터 표정이 안 좋아 보이던데 무슨 일 있어?
연인: 지금은 혼자 해결하려 하지 말고 주변에 도움을 구해보려고 해",계속 신경 쓰였을 텐데 잘 말해줬어. 지금 느끼는 감정을 그대로 인정해도 괜찮아.,9,240,X1
328,p121,cross_scenario,부적절,직장 관계(상사·동료),고민·감정 상담,2,"나: 요즘 많이 지쳐 보이는데 괜찮으세요?
동료: 팀에서 내 역할이 자꾸 바뀌니까 제가 필요한 사람인지 모르겠어요","우선 업무 목적, 반복 절차, 예외 상황, 담당자 연락처 순으로 정리하면 처음 보는 사람도 따라가기 쉬워. 현재 할 수 있는 범위와 나중에 할 일을 따로 나눠봐.",118,241,X1
329,p122,cross_scenario,부적절,친구,일상 대화,1,친구: 퇴근길에 노을이 예뻐서 사진을 한참 찍었어,맞아. 예약 인원은 네 명이야. 그 내용은 내가 메모해둘게.,272,244,X1
330,p123,cross_scenario,부적절,부모님,갈등 상황,3,"아빠: 내 입장도 한번 설명하고 싶어.
나: 같은 일이 없으려면 뭘 바꾸면 될까?
아빠: 내 이야기를 다른 사람에게 전하기 전에는 꼭 물어봐 줘","내 생각에는 업무 목적, 반복 절차, 예외 상황, 담당자 연락처 순으로 정리하면 처음 보는 사람도 따라가기 쉬워. 결정한 뒤에는 검토할 시점도 함께 정해두는 게 좋아.",496,246,X1
331,p124,cross_scenario,부적절,연인,갈등 상황,3,"연인: 그냥 넘어가면 계속 마음에 남을 것 같아.
나: 어떻게 했으면 좋겠어?
연인: 연락 없이 늦어져서 걱정도 됐고 서운하기도 했어","응, 변경된 내용 확인했어. 확정된 범위가 어디까지인지도 알고 싶어. 시간이나 준비해야 할 내용도 같이 바뀐 건 없어?",114,254,X1
332,p125,cross_scenario,부적절,연인,고민·감정 상담,4,"나: 혼자 고민하는 게 있는 것 같아서 물어봤어.
연인: 오늘은 그냥 누군가한테 말하고 싶었어.
나: 그 일 때문에 많이 힘들었어?
연인: 오늘은 해야 할 일 하나만 끝내고 일찍 쉬기로 했어","응, 네 시로 변경된 것 확인했어. 다른 내용은 그대로 두면 돼.",165,255,X1
333,p126,cross_scenario,부적절,직장 관계(상사·동료),갈등 상황,2,"나: 이번 일은 기준을 분명히 정했으면 합니다.
팀장: 상대가 계속 약속을 바꾸는데 어디까지 맞춰줘야 할까요?","이 경우에는 포맷하기 전에 시작 프로그램과 저장 공간부터 정리하고, 작업 관리자에서 자원을 많이 쓰는 프로그램을 확인해봐. 재현 조건을 정리한 뒤 한 가지 조건씩 바꿔보는 게 좋아.",122,258,X1
334,p128,cross_scenario,부적절,직장 관계(상사·동료),고민·감정 상담,2,"나: 요즘 많이 지쳐 보이는데 괜찮으세요?
팀장: 이번 평가 결과가 기대보다 안 좋아서 자신감이 떨어졌어요","응, 보내줘. 표현이 어색한 부분까지 같이 확인해줄게. 완료되면 결과를 같이 확인하죠.",470,263,X1
335,p129,cross_scenario,부적절,직장 관계(상사·동료),고민·감정 상담,4,"나: 선택지 때문에 망설이는 부분이 있나요?
팀장: 선택지가 여러 개라 기준을 잡지 못했어요.
나: 원하시는 결과가 무엇인가요?
팀장: 번아웃인지 단순히 피곤한 건지 구분하려면 뭘 살펴봐야 할까요?",알겠습니다. 변경된 내용으로 반영한 뒤 다시 확인하겠습니다. 혹시 문제가 생기면 먼저 말하겠습니다.,413,266,X1
336,p132,cross_scenario,부적절,부모님,일상 대화,3,"엄마: 그러고 보니 얘기해줄 게 있어.
나: 그래서 어떻게 됐어?
엄마: 퇴근길에 노을이 예뻐서 사진을 한참 찍었어",요즘 정말 마음이 무거웠겠다. 조금 가라앉으면 다음 일을 같이 생각해보자.,17,276,X1
337,p133,cross_scenario,부적절,친구,갈등 상황,4,"나: 아까 분위기가 안 좋았는데 무슨 일이었어?
친구: 이번 일은 솔직히 서운한 부분이 있어.
나: 내가 뭘 놓쳤는지 말해줘.
친구: 확정되지 않은 내용은 외부에 전달하지 말아주실 수 있을까?",알겠어. 바뀐 일정으로 기억해둘게. 추가로 확인되는 게 있으면 이어서 알려줘.,147,278,X1
338,p134,cross_scenario,부적절,부모님,일상 대화,2,"나: 아까 얘기하려던 거 뭐였어?
엄마: 어제 혼자 전시회에 갔는데 천천히 볼 수 있어서 오히려 좋았어","응, 현재 기준은 그렇게 알고 있어. 필요하면 그때 다시 조정하자.",457,280,X1
339,p139,cross_scenario,부적절,연인,일상 대화,1,연인: 요즘 야근이 계속돼서 생활 리듬이 완전히 깨졌어.,내 일정은 일요일이 더 여유 있어. 그 내용은 내가 메모해둘게.,47,290,X1
340,p143,cross_scenario,부적절,친구,일상 대화,4,"나: 요즘 주말에도 계속 바쁘던데 괜찮아?
친구: 약속이 계속 겹쳐서 제대로 쉬지를 못했어.
나: 미룰 수 있는 일정은 없어?
친구: 다 오래전에 잡아둔 거라 취소하기도 애매해.",병원과 날짜를 고른 뒤 시간 선택 버튼을 누르면 돼. 화면 보면서 같이 해보자.,468,294,X1
